id,name,full_name,birth_date,image,source,term,party,area,start_date,end_date,identifier__parlamento
81,Silva Marques,José Augusto Santos da Silva Marques,1938-11-07,http://app.parlamento.pt/webutils/getimage.aspx?id=81&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=81,4,PSD,Leiria,1985-11-04,1987-08-12,81
81,Silva Marques,José Augusto Santos da Silva Marques,1938-11-07,http://app.parlamento.pt/webutils/getimage.aspx?id=81&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=81,5,PSD,Leiria,1987-08-13,1991-11-03,81
81,Silva Marques,José Augusto Santos da Silva Marques,1938-11-07,http://app.parlamento.pt/webutils/getimage.aspx?id=81&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=81,6,PSD,Leiria,1991-11-04,1995-10-26,81
81,Silva Marques,José Augusto Santos da Silva Marques,1938-11-07,http://app.parlamento.pt/webutils/getimage.aspx?id=81&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=81,7,PSD,Leiria,1995-10-27,1999-10-24,81
82,Falcão e Cunha,José Bernardo Veloso Falcão e Cunha,1932-01-21,http://app.parlamento.pt/webutils/getimage.aspx?id=82&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=82,6,PSD,Porto,1991-11-04,1995-10-26,82
82,Falcão e Cunha,José Bernardo Veloso Falcão e Cunha,1932-01-21,http://app.parlamento.pt/webutils/getimage.aspx?id=82&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=82,7,PSD,Viseu,1995-10-27,1999-10-24,82
83,José Costa Leite,José Fortunato Freitas Costa Leite,1944-06-16,http://app.parlamento.pt/webutils/getimage.aspx?id=83&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=83,6,PSD,Vila Real,1991-11-04,1995-10-26,83
83,José Costa Leite,José Fortunato Freitas Costa Leite,1944-06-16,http://app.parlamento.pt/webutils/getimage.aspx?id=83&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=83,7,PSD,Vila Real,1995-10-27,1999-10-24,83
84,Reis Leite,Jose Guilherme Reis Leite,1943-12-25,http://app.parlamento.pt/webutils/getimage.aspx?id=84&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=84,6,PSD,Açores,1991-11-04,1995-10-26,84
84,Reis Leite,Jose Guilherme Reis Leite,1943-12-25,http://app.parlamento.pt/webutils/getimage.aspx?id=84&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=84,7,PSD,Açores,1995-10-27,1999-10-24,84
85,José Júlio Ribeiro,José Júlio Carvalho Ribeiro,1935-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=85&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=85,1,PSD,Aveiro,1976-06-03,1980-01-02,85
85,José Júlio Ribeiro,José Júlio Carvalho Ribeiro,1935-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=85&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=85,3,PSD,Aveiro,1983-05-31,1985-11-03,85
85,José Júlio Ribeiro,José Júlio Carvalho Ribeiro,1935-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=85&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=85,6,PSD,Aveiro,1991-11-04,1995-10-26,85
85,José Júlio Ribeiro,José Júlio Carvalho Ribeiro,1935-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=85&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=85,7,PSD,Aveiro,1995-10-27,1999-10-24,85
86,José Piedade,José Leal Ferreira da Piedade,1942-01-24,http://app.parlamento.pt/webutils/getimage.aspx?id=86&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=86,6,PSD,Évora,1991-11-04,1995-10-26,86
87,Leite Machado,José Leite Machado,1935-02-18,http://app.parlamento.pt/webutils/getimage.aspx?id=87&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=87,2,PSD,Braga,1980-11-13,1983-05-30,87
87,Leite Machado,José Leite Machado,1935-02-18,http://app.parlamento.pt/webutils/getimage.aspx?id=87&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=87,5,PSD,Braga,1987-08-13,1991-11-03,87
87,Leite Machado,José Leite Machado,1935-02-18,http://app.parlamento.pt/webutils/getimage.aspx?id=87&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=87,6,PSD,Braga,1991-11-04,1995-10-26,87
88,Macário Correia,José Macário Custódio Correia,1957-04-01,http://app.parlamento.pt/webutils/getimage.aspx?id=88&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=88,6,PSD,Faro,1991-11-04,1995-10-26,88
88,Macário Correia,José Macário Custódio Correia,1957-04-01,http://app.parlamento.pt/webutils/getimage.aspx?id=88&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=88,7,PSD,Lisboa,1995-10-27,1999-10-24,88
89,José Meireles,José Manuel Borregana Meireles,1962-10-12,http://app.parlamento.pt/webutils/getimage.aspx?id=89&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=89,5,PSD,Porto,1987-08-13,1991-11-03,89
89,José Meireles,José Manuel Borregana Meireles,1962-10-12,http://app.parlamento.pt/webutils/getimage.aspx?id=89&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=89,6,PSD,Porto,1991-11-04,1995-10-26,89
90,José Silva Costa,José Manuel da Silva Costa,1952-10-30,http://app.parlamento.pt/webutils/getimage.aspx?id=90&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=90,6,PSD,Setúbal,1991-11-04,1995-10-26,90
91,José Mário Gaspar,José Mário Gaspar,1962-09-21,http://app.parlamento.pt/webutils/getimage.aspx?id=91&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=91,6,PSD,Évora,1991-11-04,1995-10-26,91
92,Oliveira Costa,Jose de Oliveira Costa,1935-08-30,http://app.parlamento.pt/webutils/getimage.aspx?id=92&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=92,5,PSD,Aveiro,1987-08-13,1991-11-03,92
92,Oliveira Costa,Jose de Oliveira Costa,1935-08-30,http://app.parlamento.pt/webutils/getimage.aspx?id=92&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=92,6,PSD,Aveiro,1991-11-04,1995-10-26,92
93,Pereira Lopes,Jose Pereira Lopes,1939-11-01,http://app.parlamento.pt/webutils/getimage.aspx?id=93&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=93,3,PSD,Castelo Branco,1983-05-31,1985-11-03,93
93,Pereira Lopes,Jose Pereira Lopes,1939-11-01,http://app.parlamento.pt/webutils/getimage.aspx?id=93&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=93,4,PSD,Castelo Branco,1985-11-04,1987-08-12,93
93,Pereira Lopes,Jose Pereira Lopes,1939-11-01,http://app.parlamento.pt/webutils/getimage.aspx?id=93&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=93,5,PSD,Castelo Branco,1987-08-13,1991-11-03,93
93,Pereira Lopes,Jose Pereira Lopes,1939-11-01,http://app.parlamento.pt/webutils/getimage.aspx?id=93&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=93,6,PSD,Europa,1991-11-04,1995-10-26,93
94,Leonardo Ribeiro de Almeida,Leonardo Eugenio Ribeiro de Almeida,1924-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=94&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=94,1,PSD,Santarém,1980-01-03,1980-11-12,94
94,Leonardo Ribeiro de Almeida,Leonardo Eugenio Ribeiro de Almeida,1924-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=94&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=94,2,PSD,Santarém,1980-11-13,1983-05-30,94
94,Leonardo Ribeiro de Almeida,Leonardo Eugenio Ribeiro de Almeida,1924-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=94&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=94,3,PSD,Santarém,1983-05-31,1985-11-03,94
94,Leonardo Ribeiro de Almeida,Leonardo Eugenio Ribeiro de Almeida,1924-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=94&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=94,5,PSD,Lisboa,1987-08-13,1991-11-03,94
94,Leonardo Ribeiro de Almeida,Leonardo Eugenio Ribeiro de Almeida,1924-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=94&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=94,6,PSD,Santarém,1991-11-04,1995-10-26,94
95,Licínio Moreira,Licínio Moreira da Silva,1936-07-31,http://app.parlamento.pt/webutils/getimage.aspx?id=95&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=95,3,PSD,Leiria,1983-05-31,1985-11-03,95
95,Licínio Moreira,Licínio Moreira da Silva,1936-07-31,http://app.parlamento.pt/webutils/getimage.aspx?id=95&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=95,4,PSD,Leiria,1985-11-04,1987-08-12,95
95,Licínio Moreira,Licínio Moreira da Silva,1936-07-31,http://app.parlamento.pt/webutils/getimage.aspx?id=95&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=95,5,PSD,Leiria,1987-08-13,1991-11-03,95
95,Licínio Moreira,Licínio Moreira da Silva,1936-07-31,http://app.parlamento.pt/webutils/getimage.aspx?id=95&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=95,6,PSD,Leiria,1991-11-04,1995-10-26,95
96,Luís Carrilho da Cunha,Luís António Carrilho da Cunha,1950-10-27,http://app.parlamento.pt/webutils/getimage.aspx?id=96&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=96,6,PSD,Guarda,1991-11-04,1995-10-26,96
97,Luís Martins,Luís António Martins,1946-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=97&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=97,1,PSD,Viseu,1980-01-03,1980-11-12,97
97,Luís Martins,Luís António Martins,1946-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=97&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=97,2,PSD,Viseu,1980-11-13,1983-05-30,97
97,Luís Martins,Luís António Martins,1946-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=97&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=97,3,PSD,Viseu,1983-05-31,1985-11-03,97
97,Luís Martins,Luís António Martins,1946-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=97&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=97,4,PSD,Viseu,1985-11-04,1987-08-12,97
97,Luís Martins,Luís António Martins,1946-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=97&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=97,5,PSD,Viseu,1987-08-13,1991-11-03,97
97,Luís Martins,Luís António Martins,1946-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=97&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=97,6,PSD,Viseu,1991-11-04,1995-10-26,97
98,Luís David Nobre,Luís Carlos David Nobre,1965-07-08,http://app.parlamento.pt/webutils/getimage.aspx?id=98&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=98,6,PSD,Lisboa,1991-11-04,1995-10-26,98
98,Luís David Nobre,Luís Carlos David Nobre,1965-07-08,http://app.parlamento.pt/webutils/getimage.aspx?id=98&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=98,7,PSD,Lisboa,1995-10-27,1999-10-24,98
99,Luís Pais de Sousa,Luís Filipe Garrido Pais de Sousa,1958-01-20,http://app.parlamento.pt/webutils/getimage.aspx?id=99&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=99,5,PSD,Coimbra,1987-08-13,1991-11-03,99
99,Luís Pais de Sousa,Luís Filipe Garrido Pais de Sousa,1958-01-20,http://app.parlamento.pt/webutils/getimage.aspx?id=99&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=99,6,PSD,Coimbra,1991-11-04,1995-10-26,99
99,Luís Pais de Sousa,Luís Filipe Garrido Pais de Sousa,1958-01-20,http://app.parlamento.pt/webutils/getimage.aspx?id=99&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=99,9,PSD,Coimbra,2002-04-05,2005-03-09,99
100,Luís Geraldes,Luís Manuel Costa Geraldes,1950-03-02,http://app.parlamento.pt/webutils/getimage.aspx?id=100&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=100,4,PSD,Fora da Europa,1985-11-04,1987-08-12,100
100,Luís Geraldes,Luís Manuel Costa Geraldes,1950-03-02,http://app.parlamento.pt/webutils/getimage.aspx?id=100&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=100,5,PSD,Fora da Europa,1987-08-13,1991-11-03,100
100,Luís Geraldes,Luís Manuel Costa Geraldes,1950-03-02,http://app.parlamento.pt/webutils/getimage.aspx?id=100&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=100,6,PSD,Porto,1991-11-04,1995-10-26,100
101,Acácio Roque,Manuel Acácio Martins Roque,1956-01-08,http://app.parlamento.pt/webutils/getimage.aspx?id=101&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=101,6,PSD,Porto,1991-11-04,1995-10-26,101
101,Acácio Roque,Manuel Acácio Martins Roque,1956-01-08,http://app.parlamento.pt/webutils/getimage.aspx?id=101&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=101,7,PSD,Porto,1995-10-27,1999-10-24,101
102,Casimiro de Almeida,Manuel Albino Casimiro de Almeida,1939-10-11,http://app.parlamento.pt/webutils/getimage.aspx?id=102&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=102,5,PSD,Aveiro,1987-08-13,1991-11-03,102
102,Casimiro de Almeida,Manuel Albino Casimiro de Almeida,1939-10-11,http://app.parlamento.pt/webutils/getimage.aspx?id=102&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=102,6,PSD,Aveiro,1991-11-04,1995-10-26,102
103,Antero Pinto,Manuel Antero da Cunha Pinto,1962-07-18,http://app.parlamento.pt/webutils/getimage.aspx?id=103&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=103,6,PSD,Porto,1991-11-04,1995-10-26,103
104,Castro de Almeida,Manuel Castro de Almeida,1957-10-28,http://app.parlamento.pt/webutils/getimage.aspx?id=104&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=104,6,PSD,Aveiro,1991-11-04,1995-10-26,104
104,Castro de Almeida,Manuel Castro de Almeida,1957-10-28,http://app.parlamento.pt/webutils/getimage.aspx?id=104&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=104,7,PSD,Aveiro,1995-10-27,1999-10-24,104
104,Castro de Almeida,Manuel Castro de Almeida,1957-10-28,http://app.parlamento.pt/webutils/getimage.aspx?id=104&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=104,8,PSD,Aveiro,1999-10-25,2002-04-04,104
105,Costa Andrade,Manuel da Costa Andrade,1944-10-08,http://app.parlamento.pt/webutils/getimage.aspx?id=105&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=105,1,PSD,Bragança,1976-06-03,1980-01-02,105
105,Costa Andrade,Manuel da Costa Andrade,1944-10-08,http://app.parlamento.pt/webutils/getimage.aspx?id=105&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=105,2,PSD,Coimbra,1980-11-13,1983-05-30,105
105,Costa Andrade,Manuel da Costa Andrade,1944-10-08,http://app.parlamento.pt/webutils/getimage.aspx?id=105&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=105,3,PSD,Coimbra,1983-05-31,1985-11-03,105
105,Costa Andrade,Manuel da Costa Andrade,1944-10-08,http://app.parlamento.pt/webutils/getimage.aspx?id=105&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=105,4,PSD,Coimbra,1985-11-04,1987-08-12,105
105,Costa Andrade,Manuel da Costa Andrade,1944-10-08,http://app.parlamento.pt/webutils/getimage.aspx?id=105&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=105,5,PSD,Coimbra,1987-08-13,1991-11-03,105
105,Costa Andrade,Manuel da Costa Andrade,1944-10-08,http://app.parlamento.pt/webutils/getimage.aspx?id=105&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=105,6,PSD,Coimbra,1991-11-04,1995-10-26,105
106,Manuel Baptista Cardoso,Manuel Joaquim Baptista Cardoso,1948-04-10,http://app.parlamento.pt/webutils/getimage.aspx?id=106&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=106,5,PSD,Aveiro,1987-08-13,1991-11-03,106
106,Manuel Baptista Cardoso,Manuel Joaquim Baptista Cardoso,1948-04-10,http://app.parlamento.pt/webutils/getimage.aspx?id=106&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=106,6,PSD,Aveiro,1991-11-04,1995-10-26,106
107,Lima Amorim,Manuel de Lima Amorim,1934-05-27,http://app.parlamento.pt/webutils/getimage.aspx?id=107&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=107,6,PSD,Viana do Castelo,1991-11-04,1995-10-26,107
108,Manuel Moreira,Manuel Maria Moreira,1956-09-02,http://app.parlamento.pt/webutils/getimage.aspx?id=108&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=108,1,PSD,Porto,1980-01-03,1980-11-12,108
108,Manuel Moreira,Manuel Maria Moreira,1956-09-02,http://app.parlamento.pt/webutils/getimage.aspx?id=108&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=108,2,PSD,Porto,1980-11-13,1983-05-30,108
108,Manuel Moreira,Manuel Maria Moreira,1956-09-02,http://app.parlamento.pt/webutils/getimage.aspx?id=108&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=108,3,PSD,Porto,1983-05-31,1985-11-03,108
108,Manuel Moreira,Manuel Maria Moreira,1956-09-02,http://app.parlamento.pt/webutils/getimage.aspx?id=108&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=108,4,PSD,Porto,1985-11-04,1987-08-12,108
108,Manuel Moreira,Manuel Maria Moreira,1956-09-02,http://app.parlamento.pt/webutils/getimage.aspx?id=108&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=108,5,PSD,Porto,1987-08-13,1991-11-03,108
108,Manuel Moreira,Manuel Maria Moreira,1956-09-02,http://app.parlamento.pt/webutils/getimage.aspx?id=108&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=108,6,PSD,Porto,1991-11-04,1995-10-26,108
108,Manuel Moreira,Manuel Maria Moreira,1956-09-02,http://app.parlamento.pt/webutils/getimage.aspx?id=108&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=108,7,PSD,Porto,1995-10-27,1999-10-24,108
108,Manuel Moreira,Manuel Maria Moreira,1956-09-02,http://app.parlamento.pt/webutils/getimage.aspx?id=108&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=108,8,PSD,Porto,1999-10-25,2002-04-04,108
108,Manuel Moreira,Manuel Maria Moreira,1956-09-02,http://app.parlamento.pt/webutils/getimage.aspx?id=108&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=108,9,PSD,Porto,2002-04-05,2005-03-09,108
109,Manuel Silva Azevedo,Manuel da Silva Azevedo,1950-10-19,http://app.parlamento.pt/webutils/getimage.aspx?id=109&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=109,6,PSD,Açores,1991-11-04,1995-10-26,109
110,Maria da Conceição Rodrigues,Maria da Conceição Figueira Rodrigues,1957-10-27,http://app.parlamento.pt/webutils/getimage.aspx?id=110&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=110,6,PSD,Portalegre,1991-11-04,1995-10-26,110
111,Conceição Castro Pereira,Maria da Conceição Ulrich de Castro Pereira,1934-04-17,http://app.parlamento.pt/webutils/getimage.aspx?id=111&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=111,5,PSD,Lisboa,1987-08-13,1991-11-03,111
111,Conceição Castro Pereira,Maria da Conceição Ulrich de Castro Pereira,1934-04-17,http://app.parlamento.pt/webutils/getimage.aspx?id=111&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=111,6,PSD,Lisboa,1991-11-04,1995-10-26,111
112,Fernanda Mota Pinto,Maria Fernanda Cardoso Correia da Mota Pinto,1936-03-29,http://app.parlamento.pt/webutils/getimage.aspx?id=112&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=112,6,PSD,Coimbra,1991-11-04,1995-10-26,112
112,Fernanda Mota Pinto,Maria Fernanda Cardoso Correia da Mota Pinto,1936-03-29,http://app.parlamento.pt/webutils/getimage.aspx?id=112&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=112,7,PSD,Coimbra,1995-10-27,1999-10-24,112
113,Fernanda Cardoso,Maria Fernanda Dias Cardoso,1965-04-14,http://app.parlamento.pt/webutils/getimage.aspx?id=113&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=113,6,PSD,Madeira,1991-11-04,1995-10-26,113
114,Maria Leonor Beleza,Maria Leonor Couceiro Pizarro Beleza de Mendonça Tavares,1948-11-23,http://app.parlamento.pt/webutils/getimage.aspx?id=114&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=114,3,PSD,Lisboa,1983-05-31,1985-11-03,114
114,Maria Leonor Beleza,Maria Leonor Couceiro Pizarro Beleza de Mendonça Tavares,1948-11-23,http://app.parlamento.pt/webutils/getimage.aspx?id=114&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=114,4,PSD,Porto,1985-11-04,1987-08-12,114
114,Maria Leonor Beleza,Maria Leonor Couceiro Pizarro Beleza de Mendonça Tavares,1948-11-23,http://app.parlamento.pt/webutils/getimage.aspx?id=114&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=114,5,PSD,Porto,1987-08-13,1991-11-03,114
114,Maria Leonor Beleza,Maria Leonor Couceiro Pizarro Beleza de Mendonça Tavares,1948-11-23,http://app.parlamento.pt/webutils/getimage.aspx?id=114&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=114,6,PSD,Lisboa,1991-11-04,1995-10-26,114
114,Maria Leonor Beleza,Maria Leonor Couceiro Pizarro Beleza de Mendonça Tavares,1948-11-23,http://app.parlamento.pt/webutils/getimage.aspx?id=114&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=114,9,PSD,Portalegre,2002-04-05,2005-03-09,114
115,Maria Luisa Ferreira,Maria Luisa Lourenço Ferreira,1936-01-19,http://app.parlamento.pt/webutils/getimage.aspx?id=115&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=115,5,PSD,Leiria,1987-08-13,1991-11-03,115
115,Maria Luisa Ferreira,Maria Luisa Lourenço Ferreira,1936-01-19,http://app.parlamento.pt/webutils/getimage.aspx?id=115&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=115,6,PSD,Leiria,1991-11-04,1995-10-26,115
115,Maria Luisa Ferreira,Maria Luisa Lourenço Ferreira,1936-01-19,http://app.parlamento.pt/webutils/getimage.aspx?id=115&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=115,7,PSD,Leiria,1995-10-27,1999-10-24,115
116,Maria de Lurdes Pombo,Maria de Lourdes Borges Povoa Pombo Costa,1945-10-22,http://app.parlamento.pt/webutils/getimage.aspx?id=116&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=116,6,PSD,Castelo Branco,1991-11-04,1995-10-26,116
116,Maria de Lurdes Pombo,Maria de Lourdes Borges Povoa Pombo Costa,1945-10-22,http://app.parlamento.pt/webutils/getimage.aspx?id=116&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=116,7,PSD,Castelo Branco,1995-10-27,1999-10-24,116
117,Maria Manuela Aguiar,Maria Manuela Aguiar Dias Moreira,1942-06-09,http://app.parlamento.pt/webutils/getimage.aspx?id=117&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=117,2,PSD,Fora da Europa,1980-11-13,1983-05-30,117
117,Maria Manuela Aguiar,Maria Manuela Aguiar Dias Moreira,1942-06-09,http://app.parlamento.pt/webutils/getimage.aspx?id=117&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=117,3,PSD,Fora da Europa,1983-05-31,1985-11-03,117
117,Maria Manuela Aguiar,Maria Manuela Aguiar Dias Moreira,1942-06-09,http://app.parlamento.pt/webutils/getimage.aspx?id=117&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=117,4,PSD,Europa,1985-11-04,1987-08-12,117
117,Maria Manuela Aguiar,Maria Manuela Aguiar Dias Moreira,1942-06-09,http://app.parlamento.pt/webutils/getimage.aspx?id=117&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=117,5,PSD,Porto,1987-08-13,1991-11-03,117
117,Maria Manuela Aguiar,Maria Manuela Aguiar Dias Moreira,1942-06-09,http://app.parlamento.pt/webutils/getimage.aspx?id=117&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=117,6,PSD,Aveiro,1991-11-04,1995-10-26,117
