id,name,image,given_name,family_name,sort_name,birth_date,gender,identifier__bioguide,identifier__thomas,identifier__lis,identifier__govtrack,identifier__opensecrets,identifier__votesmart,identifier__fec,identifier__cspan,identifier__wikipedia,identifier__house_history,identifier__ballotpedia,identifier__maplight,identifier__washington_post,identifier__icpsr,identifier__wikidata,house,start_date,state,district,party,homepage,address,phone,fax,area_id,term,end_date,identifier__bioguide_previous,identifier__google_entity_id
B000647,Rudy Boschwitz,https://theunitedstates.io/images/congress/original/B000647.jpg,Rudolph,Boschwitz,"Boschwitz, Rudolph",1930-11-07,male,B000647,01288,S135,401611,,,,,Rudy Boschwitz,,,,,14701,Q216174,sen,1981-01-06,MN,,Republican,,,,,ocd-division/country:us/state:mn,97,1983-01-03,,kg:/m/01jhz_
B000647,Rudy Boschwitz,https://theunitedstates.io/images/congress/original/B000647.jpg,Rudolph,Boschwitz,"Boschwitz, Rudolph",1930-11-07,male,B000647,01288,S135,401611,,,,,Rudy Boschwitz,,,,,14701,Q216174,sen,1983-01-03,MN,,Republican,,,,,ocd-division/country:us/state:mn,98,1983-01-06,,kg:/m/01jhz_
B000647,Rudy Boschwitz,https://theunitedstates.io/images/congress/original/B000647.jpg,Rudolph,Boschwitz,"Boschwitz, Rudolph",1930-11-07,male,B000647,01288,S135,401611,,,,,Rudy Boschwitz,,,,,14701,Q216174,sen,1985-01-06,MN,,Republican,,,,,ocd-division/country:us/state:mn,99,1987-01-03,,kg:/m/01jhz_
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,1993-01-06,CA,,Democrat,,,,,ocd-division/country:us/state:ca,103,1995-01-03,,kg:/m/01c1n5
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,1995-01-06,CA,,Democrat,,,,,ocd-division/country:us/state:ca,104,1997-01-03,,kg:/m/01c1n5
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,1997-01-06,CA,,Democrat,,,,,ocd-division/country:us/state:ca,105,1999-01-03,,kg:/m/01c1n5
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,1999-01-06,CA,,Democrat,http://boxer.senate.gov/,,,,ocd-division/country:us/state:ca,106,2001-01-03,,kg:/m/01c1n5
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,2001-01-06,CA,,Democrat,http://boxer.senate.gov/,,,,ocd-division/country:us/state:ca,107,2003-01-03,,kg:/m/01c1n5
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,2003-01-06,CA,,Democrat,http://boxer.senate.gov/,,,,ocd-division/country:us/state:ca,108,2005-01-03,,kg:/m/01c1n5
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,2005-01-06,CA,,Democrat,http://boxer.senate.gov,,,,ocd-division/country:us/state:ca,109,2007-01-03,,kg:/m/01c1n5
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,2007-01-06,CA,,Democrat,http://boxer.senate.gov,,,,ocd-division/country:us/state:ca,110,2009-01-03,,kg:/m/01c1n5
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,2009-01-06,CA,,Democrat,http://boxer.senate.gov,,,,ocd-division/country:us/state:ca,111,2011-01-03,,kg:/m/01c1n5
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,2011-01-06,CA,,Democrat,https://www.boxer.senate.gov,112 Hart Senate Office Building Washington DC 20510,202-224-3553,202-224-0454,ocd-division/country:us/state:ca,112,2013-01-03,,kg:/m/01c1n5
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,2013-01-06,CA,,Democrat,https://www.boxer.senate.gov,112 Hart Senate Office Building Washington DC 20510,202-224-3553,202-224-0454,ocd-division/country:us/state:ca,113,2015-01-03,,kg:/m/01c1n5
B000711,Barbara Boxer,https://theunitedstates.io/images/congress/original/B000711.jpg,Barbara,Boxer,"Boxer, Barbara",1940-11-11,female,B000711,00116,S223,300011,N00006692,53274,S2CA00286,2470,Barbara Boxer,9704,Barbara Boxer,539,,15011,Q237560,sen,2015-01-06,CA,,Democrat,https://www.boxer.senate.gov,112 Hart Senate Office Building Washington DC 20510,202-224-3553,202-224-0454,ocd-division/country:us/state:ca,114,2017-01-03,,kg:/m/01c1n5
B000756,Nicholas Brady,https://theunitedstates.io/images/congress/original/B000756.jpg,Nicholas,Brady,"Brady, Nicholas",1930-04-11,male,B000756,01290,,401715,,,,,Nicholas F. Brady,,,,,14911,Q723444,sen,1982-04-12,NJ,,Republican,,,,,ocd-division/country:us/state:nj,97,1982-12-27,,kg:/m/02nbxw
B000780,John Breaux,https://theunitedstates.io/images/congress/original/B000780.jpg,John,Breaux,"Breaux, John",1944-03-01,male,B000780,00120,S179,300012,N00005385,,,,John Breaux,9787,,,,13056,Q969757,sen,1987-01-06,LA,,Democrat,,,,,ocd-division/country:us/state:la,100,1989-01-03,,kg:/m/01xctw
B000780,John Breaux,https://theunitedstates.io/images/congress/original/B000780.jpg,John,Breaux,"Breaux, John",1944-03-01,male,B000780,00120,S179,300012,N00005385,,,,John Breaux,9787,,,,13056,Q969757,sen,1989-01-06,LA,,Democrat,,,,,ocd-division/country:us/state:la,101,1991-01-03,,kg:/m/01xctw
B000780,John Breaux,https://theunitedstates.io/images/congress/original/B000780.jpg,John,Breaux,"Breaux, John",1944-03-01,male,B000780,00120,S179,300012,N00005385,,,,John Breaux,9787,,,,13056,Q969757,sen,1991-01-06,LA,,Democrat,,,,,ocd-division/country:us/state:la,102,1993-01-03,,kg:/m/01xctw
B000780,John Breaux,https://theunitedstates.io/images/congress/original/B000780.jpg,John,Breaux,"Breaux, John",1944-03-01,male,B000780,00120,S179,300012,N00005385,,,,John Breaux,9787,,,,13056,Q969757,sen,1993-01-06,LA,,Democrat,,,,,ocd-division/country:us/state:la,103,1995-01-03,,kg:/m/01xctw
B000780,John Breaux,https://theunitedstates.io/images/congress/original/B000780.jpg,John,Breaux,"Breaux, John",1944-03-01,male,B000780,00120,S179,300012,N00005385,,,,John Breaux,9787,,,,13056,Q969757,sen,1995-01-06,LA,,Democrat,,,,,ocd-division/country:us/state:la,104,1997-01-03,,kg:/m/01xctw
B000780,John Breaux,https://theunitedstates.io/images/congress/original/B000780.jpg,John,Breaux,"Breaux, John",1944-03-01,male,B000780,00120,S179,300012,N00005385,,,,John Breaux,9787,,,,13056,Q969757,sen,1997-01-06,LA,,Democrat,,,,,ocd-division/country:us/state:la,105,1999-01-03,,kg:/m/01xctw
B000780,John Breaux,https://theunitedstates.io/images/congress/original/B000780.jpg,John,Breaux,"Breaux, John",1944-03-01,male,B000780,00120,S179,300012,N00005385,,,,John Breaux,9787,,,,13056,Q969757,sen,1999-01-06,LA,,Democrat,http://breaux.senate.gov/,,,,ocd-division/country:us/state:la,106,2001-01-03,,kg:/m/01xctw
B000780,John Breaux,https://theunitedstates.io/images/congress/original/B000780.jpg,John,Breaux,"Breaux, John",1944-03-01,male,B000780,00120,S179,300012,N00005385,,,,John Breaux,9787,,,,13056,Q969757,sen,2001-01-06,LA,,Democrat,http://breaux.senate.gov/,,,,ocd-division/country:us/state:la,107,2003-01-03,,kg:/m/01xctw
B000780,John Breaux,https://theunitedstates.io/images/congress/original/B000780.jpg,John,Breaux,"Breaux, John",1944-03-01,male,B000780,00120,S179,300012,N00005385,,,,John Breaux,9787,,,,13056,Q969757,sen,2003-01-06,LA,,Democrat,http://breaux.senate.gov/,,,,ocd-division/country:us/state:la,108,2005-01-03,,kg:/m/01xctw
B000919,Hank Brown,https://theunitedstates.io/images/congress/original/B000919.jpg,George,Brown,"Brown, George",1940-02-12,male,B000919,00135,S214,401874,,,,,Hank Brown,9967,,,,14803,Q931345,sen,1991-01-06,CO,,Republican,,,,,ocd-division/country:us/state:co,102,1993-01-03,,kg:/m/05byy0
B000919,Hank Brown,https://theunitedstates.io/images/congress/original/B000919.jpg,George,Brown,"Brown, George",1940-02-12,male,B000919,00135,S214,401874,,,,,Hank Brown,9967,,,,14803,Q931345,sen,1993-01-06,CO,,Republican,,,,,ocd-division/country:us/state:co,103,1995-01-03,,kg:/m/05byy0
B000919,Hank Brown,https://theunitedstates.io/images/congress/original/B000919.jpg,George,Brown,"Brown, George",1940-02-12,male,B000919,00135,S214,401874,,,,,Hank Brown,9967,,,,14803,Q931345,sen,1995-01-06,CO,,Republican,,,,,ocd-division/country:us/state:co,104,1997-01-03,,kg:/m/05byy0
B000944,Sherrod Brown,https://theunitedstates.io/images/congress/original/B000944.jpg,Sherrod,Brown,"Brown, Sherrod",1952-11-09,male,B000944,00136,S307,400050,N00003535,27018,H2OH13033,5051,Sherrod Brown,9996,Sherrod Brown,168,,29389,Q381880,sen,2007-01-06,OH,,Democrat,http://brown.senate.gov/,713 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-2315,202-228-6321,ocd-division/country:us/state:oh,110,2009-01-03,,kg:/m/034s80
B000944,Sherrod Brown,https://theunitedstates.io/images/congress/original/B000944.jpg,Sherrod,Brown,"Brown, Sherrod",1952-11-09,male,B000944,00136,S307,400050,N00003535,27018,H2OH13033,5051,Sherrod Brown,9996,Sherrod Brown,168,,29389,Q381880,sen,2009-01-06,OH,,Democrat,http://brown.senate.gov/,713 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-2315,202-228-6321,ocd-division/country:us/state:oh,111,2011-01-03,,kg:/m/034s80
B000944,Sherrod Brown,https://theunitedstates.io/images/congress/original/B000944.jpg,Sherrod,Brown,"Brown, Sherrod",1952-11-09,male,B000944,00136,S307,400050,N00003535,27018,H2OH13033,5051,Sherrod Brown,9996,Sherrod Brown,168,,29389,Q381880,sen,2011-01-06,OH,,Democrat,http://brown.senate.gov/,713 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-2315,202-228-6321,ocd-division/country:us/state:oh,112,2013-01-03,,kg:/m/034s80
B000944,Sherrod Brown,https://theunitedstates.io/images/congress/original/B000944.jpg,Sherrod,Brown,"Brown, Sherrod",1952-11-09,male,B000944,00136,S307,400050,N00003535,27018,H2OH13033,5051,Sherrod Brown,9996,Sherrod Brown,168,,29389,Q381880,sen,2013-01-06,OH,,Democrat,https://www.brown.senate.gov,713 Hart Senate Office Building Washington DC 20510,202-224-2315,202-228-6321,ocd-division/country:us/state:oh,113,2015-01-03,,kg:/m/034s80
B000944,Sherrod Brown,https://theunitedstates.io/images/congress/original/B000944.jpg,Sherrod,Brown,"Brown, Sherrod",1952-11-09,male,B000944,00136,S307,400050,N00003535,27018,H2OH13033,5051,Sherrod Brown,9996,Sherrod Brown,168,,29389,Q381880,sen,2015-01-06,OH,,Democrat,https://www.brown.senate.gov,713 Hart Senate Office Building Washington DC 20510,202-224-2315,202-228-6321,ocd-division/country:us/state:oh,114,2017-01-03,,kg:/m/034s80
B000944,Sherrod Brown,https://theunitedstates.io/images/congress/original/B000944.jpg,Sherrod,Brown,"Brown, Sherrod",1952-11-09,male,B000944,00136,S307,400050,N00003535,27018,H2OH13033,5051,Sherrod Brown,9996,Sherrod Brown,168,,29389,Q381880,sen,2017-01-03,OH,,Democrat,https://www.brown.senate.gov,713 Hart Senate Office Building Washington DC 20510,202-224-2315,202-228-6321,ocd-division/country:us/state:oh,115,"",,kg:/m/034s80
B000953,Sam Brownback,https://theunitedstates.io/images/congress/original/B000953.jpg,Samuel,Brownback,"Brownback, Samuel",1956-09-12,male,B000953,00137,S249,300013,N00005244,21952,S6KS00122,,Sam Brownback,10006,,,,29523,Q317618,sen,1996-11-07,KS,,Republican,,,,,ocd-division/country:us/state:ks,104,1997-01-03,,kg:/m/0202ny
B000953,Sam Brownback,https://theunitedstates.io/images/congress/original/B000953.jpg,Samuel,Brownback,"Brownback, Samuel",1956-09-12,male,B000953,00137,S249,300013,N00005244,21952,S6KS00122,,Sam Brownback,10006,,,,29523,Q317618,sen,1997-01-06,KS,,Republican,,,,,ocd-division/country:us/state:ks,105,1999-01-03,,kg:/m/0202ny
B000953,Sam Brownback,https://theunitedstates.io/images/congress/original/B000953.jpg,Samuel,Brownback,"Brownback, Samuel",1956-09-12,male,B000953,00137,S249,300013,N00005244,21952,S6KS00122,,Sam Brownback,10006,,,,29523,Q317618,sen,1999-01-06,KS,,Republican,http://brownback.senate.gov/,,,,ocd-division/country:us/state:ks,106,2001-01-03,,kg:/m/0202ny
B000953,Sam Brownback,https://theunitedstates.io/images/congress/original/B000953.jpg,Samuel,Brownback,"Brownback, Samuel",1956-09-12,male,B000953,00137,S249,300013,N00005244,21952,S6KS00122,,Sam Brownback,10006,,,,29523,Q317618,sen,2001-01-06,KS,,Republican,http://brownback.senate.gov/,,,,ocd-division/country:us/state:ks,107,2003-01-03,,kg:/m/0202ny
B000953,Sam Brownback,https://theunitedstates.io/images/congress/original/B000953.jpg,Samuel,Brownback,"Brownback, Samuel",1956-09-12,male,B000953,00137,S249,300013,N00005244,21952,S6KS00122,,Sam Brownback,10006,,,,29523,Q317618,sen,2003-01-06,KS,,Republican,http://brownback.senate.gov/,,,,ocd-division/country:us/state:ks,108,2005-01-03,,kg:/m/0202ny
B000953,Sam Brownback,https://theunitedstates.io/images/congress/original/B000953.jpg,Samuel,Brownback,"Brownback, Samuel",1956-09-12,male,B000953,00137,S249,300013,N00005244,21952,S6KS00122,,Sam Brownback,10006,,,,29523,Q317618,sen,2005-01-06,KS,,Republican,http://brownback.senate.gov,,,,ocd-division/country:us/state:ks,109,2007-01-03,,kg:/m/0202ny
B000953,Sam Brownback,https://theunitedstates.io/images/congress/original/B000953.jpg,Samuel,Brownback,"Brownback, Samuel",1956-09-12,male,B000953,00137,S249,300013,N00005244,21952,S6KS00122,,Sam Brownback,10006,,,,29523,Q317618,sen,2007-01-06,KS,,Republican,http://brownback.senate.gov,,,,ocd-division/country:us/state:ks,110,2009-01-03,,kg:/m/0202ny
B000953,Sam Brownback,https://theunitedstates.io/images/congress/original/B000953.jpg,Samuel,Brownback,"Brownback, Samuel",1956-09-12,male,B000953,00137,S249,300013,N00005244,21952,S6KS00122,,Sam Brownback,10006,,,,29523,Q317618,sen,2009-01-06,KS,,Republican,http://brownback.senate.gov,,,,ocd-division/country:us/state:ks,111,2011-01-03,,kg:/m/0202ny
B000966,James Broyhill,https://theunitedstates.io/images/congress/original/B000966.jpg,James,Broyhill,"Broyhill, James",1927-08-19,male,B000966,00138,,401918,,,,,Jim Broyhill,10025,,,,10574,Q1689050,sen,1986-07-14,NC,,Republican,,,,,ocd-division/country:us/state:nc,99,1986-11-04,,kg:/m/02km7d
B000993,Richard Bryan,https://theunitedstates.io/images/congress/original/B000993.jpg,Richard,Bryan,"Bryan, Richard",1937-07-16,male,B000993,01293,S206,400557,,,,,Richard Bryan,,,,,15700,Q885559,sen,1989-01-06,NV,,Democrat,,,,,ocd-division/country:us/state:nv,101,1991-01-03,,kg:/m/03j_qj
B000993,Richard Bryan,https://theunitedstates.io/images/congress/original/B000993.jpg,Richard,Bryan,"Bryan, Richard",1937-07-16,male,B000993,01293,S206,400557,,,,,Richard Bryan,,,,,15700,Q885559,sen,1991-01-06,NV,,Democrat,,,,,ocd-division/country:us/state:nv,102,1993-01-03,,kg:/m/03j_qj
B000993,Richard Bryan,https://theunitedstates.io/images/congress/original/B000993.jpg,Richard,Bryan,"Bryan, Richard",1937-07-16,male,B000993,01293,S206,400557,,,,,Richard Bryan,,,,,15700,Q885559,sen,1993-01-06,NV,,Democrat,,,,,ocd-division/country:us/state:nv,103,1995-01-03,,kg:/m/03j_qj
B000993,Richard Bryan,https://theunitedstates.io/images/congress/original/B000993.jpg,Richard,Bryan,"Bryan, Richard",1937-07-16,male,B000993,01293,S206,400557,,,,,Richard Bryan,,,,,15700,Q885559,sen,1995-01-06,NV,,Democrat,,,,,ocd-division/country:us/state:nv,104,1997-01-03,,kg:/m/03j_qj
B000993,Richard Bryan,https://theunitedstates.io/images/congress/original/B000993.jpg,Richard,Bryan,"Bryan, Richard",1937-07-16,male,B000993,01293,S206,400557,,,,,Richard Bryan,,,,,15700,Q885559,sen,1997-01-06,NV,,Democrat,,,,,ocd-division/country:us/state:nv,105,1999-01-03,,kg:/m/03j_qj
B000993,Richard Bryan,https://theunitedstates.io/images/congress/original/B000993.jpg,Richard,Bryan,"Bryan, Richard",1937-07-16,male,B000993,01293,S206,400557,,,,,Richard Bryan,,,,,15700,Q885559,sen,1999-01-06,NV,,Democrat,,,,,ocd-division/country:us/state:nv,106,2001-01-03,,kg:/m/03j_qj
B001057,Dale Bumpers,https://theunitedstates.io/images/congress/original/B001057.jpg,Dale,Bumpers,"Bumpers, Dale",1925-08-12,male,B001057,01295,S014,402004,,,,,Dale Bumpers,,,,,14300,Q881361,sen,1987-01-06,AR,,Democrat,,,,,ocd-division/country:us/state:ar,100,1989-01-03,,kg:/m/01rtp0
B001057,Dale Bumpers,https://theunitedstates.io/images/congress/original/B001057.jpg,Dale,Bumpers,"Bumpers, Dale",1925-08-12,male,B001057,01295,S014,402004,,,,,Dale Bumpers,,,,,14300,Q881361,sen,1989-01-06,AR,,Democrat,,,,,ocd-division/country:us/state:ar,101,1991-01-03,,kg:/m/01rtp0
B001057,Dale Bumpers,https://theunitedstates.io/images/congress/original/B001057.jpg,Dale,Bumpers,"Bumpers, Dale",1925-08-12,male,B001057,01295,S014,402004,,,,,Dale Bumpers,,,,,14300,Q881361,sen,1991-01-06,AR,,Democrat,,,,,ocd-division/country:us/state:ar,102,1993-01-03,,kg:/m/01rtp0
B001057,Dale Bumpers,https://theunitedstates.io/images/congress/original/B001057.jpg,Dale,Bumpers,"Bumpers, Dale",1925-08-12,male,B001057,01295,S014,402004,,,,,Dale Bumpers,,,,,14300,Q881361,sen,1993-01-06,AR,,Democrat,,,,,ocd-division/country:us/state:ar,103,1995-01-03,,kg:/m/01rtp0
B001057,Dale Bumpers,https://theunitedstates.io/images/congress/original/B001057.jpg,Dale,Bumpers,"Bumpers, Dale",1925-08-12,male,B001057,01295,S014,402004,,,,,Dale Bumpers,,,,,14300,Q881361,sen,1995-01-06,AR,,Democrat,,,,,ocd-division/country:us/state:ar,104,1997-01-03,,kg:/m/01rtp0
B001057,Dale Bumpers,https://theunitedstates.io/images/congress/original/B001057.jpg,Dale,Bumpers,"Bumpers, Dale",1925-08-12,male,B001057,01295,S014,402004,,,,,Dale Bumpers,,,,,14300,Q881361,sen,1997-01-06,AR,,Democrat,,,,,ocd-division/country:us/state:ar,105,1999-01-03,,kg:/m/01rtp0
B001057,Dale Bumpers,https://theunitedstates.io/images/congress/original/B001057.jpg,Dale,Bumpers,"Bumpers, Dale",1925-08-12,male,B001057,01295,S014,402004,,,,,Dale Bumpers,,,,,14300,Q881361,sen,1981-01-06,AR,,Democrat,,,,,ocd-division/country:us/state:ar,97,1983-01-03,,kg:/m/01rtp0
B001057,Dale Bumpers,https://theunitedstates.io/images/congress/original/B001057.jpg,Dale,Bumpers,"Bumpers, Dale",1925-08-12,male,B001057,01295,S014,402004,,,,,Dale Bumpers,,,,,14300,Q881361,sen,1983-01-03,AR,,Democrat,,,,,ocd-division/country:us/state:ar,98,1983-01-06,,kg:/m/01rtp0
B001057,Dale Bumpers,https://theunitedstates.io/images/congress/original/B001057.jpg,Dale,Bumpers,"Bumpers, Dale",1925-08-12,male,B001057,01295,S014,402004,,,,,Dale Bumpers,,,,,14300,Q881361,sen,1985-01-06,AR,,Democrat,,,,,ocd-division/country:us/state:ar,99,1987-01-03,,kg:/m/01rtp0
B001066,Jim Bunning,https://theunitedstates.io/images/congress/original/B001066.jpg,Jim,Bunning,"Bunning, Jim",1931-10-23,male,B001066,00146,S265,300014,N00003437,26874,S8KY00118,1457,Jim Bunning,10150,,,,15406,Q918265,sen,1999-01-06,KY,,Republican,http://bunning.senate.gov/,,,,ocd-division/country:us/state:ky,106,2001-01-03,,kg:/m/0lbm2
B001066,Jim Bunning,https://theunitedstates.io/images/congress/original/B001066.jpg,Jim,Bunning,"Bunning, Jim",1931-10-23,male,B001066,00146,S265,300014,N00003437,26874,S8KY00118,1457,Jim Bunning,10150,,,,15406,Q918265,sen,2001-01-06,KY,,Republican,http://bunning.senate.gov/,,,,ocd-division/country:us/state:ky,107,2003-01-03,,kg:/m/0lbm2
B001066,Jim Bunning,https://theunitedstates.io/images/congress/original/B001066.jpg,Jim,Bunning,"Bunning, Jim",1931-10-23,male,B001066,00146,S265,300014,N00003437,26874,S8KY00118,1457,Jim Bunning,10150,,,,15406,Q918265,sen,2003-01-06,KY,,Republican,http://bunning.senate.gov/,,,,ocd-division/country:us/state:ky,108,2005-01-03,,kg:/m/0lbm2
B001066,Jim Bunning,https://theunitedstates.io/images/congress/original/B001066.jpg,Jim,Bunning,"Bunning, Jim",1931-10-23,male,B001066,00146,S265,300014,N00003437,26874,S8KY00118,1457,Jim Bunning,10150,,,,15406,Q918265,sen,2005-01-06,KY,,Republican,http://bunning.senate.gov,,,,ocd-division/country:us/state:ky,109,2007-01-03,,kg:/m/0lbm2
B001066,Jim Bunning,https://theunitedstates.io/images/congress/original/B001066.jpg,Jim,Bunning,"Bunning, Jim",1931-10-23,male,B001066,00146,S265,300014,N00003437,26874,S8KY00118,1457,Jim Bunning,10150,,,,15406,Q918265,sen,2007-01-06,KY,,Republican,http://bunning.senate.gov,,,,ocd-division/country:us/state:ky,110,2009-01-03,,kg:/m/0lbm2
B001066,Jim Bunning,https://theunitedstates.io/images/congress/original/B001066.jpg,Jim,Bunning,"Bunning, Jim",1931-10-23,male,B001066,00146,S265,300014,N00003437,26874,S8KY00118,1457,Jim Bunning,10150,,,,15406,Q918265,sen,2009-01-06,KY,,Republican,http://bunning.senate.gov,,,,ocd-division/country:us/state:ky,111,2011-01-03,,kg:/m/0lbm2
B001076,Jocelyn Burdick,https://theunitedstates.io/images/congress/original/B001076.jpg,Jocelyn,Burdick,"Burdick, Jocelyn",1922-02-06,female,B001076,01296,S220,402022,,,,,Jocelyn Burdick,10163,,,,,Q453920,sen,1992-09-16,ND,,Democrat,,,,,ocd-division/country:us/state:nd,102,1992-12-14,,kg:/m/04pn5n
B001077,Quentin Burdick,https://theunitedstates.io/images/congress/original/B001077.jpg,Quentin,Burdick,"Burdick, Quentin",1908-06-19,male,B001077,01297,S015,402023,,,,,Quentin N. Burdick,10165,,,,1252,Q963214,sen,1987-01-06,ND,,Democrat,,,,,ocd-division/country:us/state:nd,100,1989-01-03,,kg:/m/04vllq
B001077,Quentin Burdick,https://theunitedstates.io/images/congress/original/B001077.jpg,Quentin,Burdick,"Burdick, Quentin",1908-06-19,male,B001077,01297,S015,402023,,,,,Quentin N. Burdick,10165,,,,1252,Q963214,sen,1989-01-06,ND,,Democrat,,,,,ocd-division/country:us/state:nd,101,1991-01-03,,kg:/m/04vllq
B001077,Quentin Burdick,https://theunitedstates.io/images/congress/original/B001077.jpg,Quentin,Burdick,"Burdick, Quentin",1908-06-19,male,B001077,01297,S015,402023,,,,,Quentin N. Burdick,10165,,,,1252,Q963214,sen,1991-01-06,ND,,Democrat,,,,,ocd-division/country:us/state:nd,102,1992-09-08,,kg:/m/04vllq
B001077,Quentin Burdick,https://theunitedstates.io/images/congress/original/B001077.jpg,Quentin,Burdick,"Burdick, Quentin",1908-06-19,male,B001077,01297,S015,402023,,,,,Quentin N. Burdick,10165,,,,1252,Q963214,sen,1981-01-06,ND,,Democrat,,,,,ocd-division/country:us/state:nd,97,1983-01-03,,kg:/m/04vllq
B001077,Quentin Burdick,https://theunitedstates.io/images/congress/original/B001077.jpg,Quentin,Burdick,"Burdick, Quentin",1908-06-19,male,B001077,01297,S015,402023,,,,,Quentin N. Burdick,10165,,,,1252,Q963214,sen,1983-01-03,ND,,Democrat,,,,,ocd-division/country:us/state:nd,98,1983-01-06,,kg:/m/04vllq
B001077,Quentin Burdick,https://theunitedstates.io/images/congress/original/B001077.jpg,Quentin,Burdick,"Burdick, Quentin",1908-06-19,male,B001077,01297,S015,402023,,,,,Quentin N. Burdick,10165,,,,1252,Q963214,sen,1985-01-06,ND,,Democrat,,,,,ocd-division/country:us/state:nd,99,1987-01-03,,kg:/m/04vllq
B001126,Conrad Burns,https://theunitedstates.io/images/congress/original/B001126.jpg,Conrad,Burns,"Burns, Conrad",1935-01-25,male,B001126,01298,S211,300015,N00004638,,,,Conrad Burns,,,,,15701,Q1126725,sen,1989-01-06,MT,,Republican,,,,,ocd-division/country:us/state:mt,101,1991-01-03,,kg:/m/0202s9
B001126,Conrad Burns,https://theunitedstates.io/images/congress/original/B001126.jpg,Conrad,Burns,"Burns, Conrad",1935-01-25,male,B001126,01298,S211,300015,N00004638,,,,Conrad Burns,,,,,15701,Q1126725,sen,1991-01-06,MT,,Republican,,,,,ocd-division/country:us/state:mt,102,1993-01-03,,kg:/m/0202s9
B001126,Conrad Burns,https://theunitedstates.io/images/congress/original/B001126.jpg,Conrad,Burns,"Burns, Conrad",1935-01-25,male,B001126,01298,S211,300015,N00004638,,,,Conrad Burns,,,,,15701,Q1126725,sen,1993-01-06,MT,,Republican,,,,,ocd-division/country:us/state:mt,103,1995-01-03,,kg:/m/0202s9
B001126,Conrad Burns,https://theunitedstates.io/images/congress/original/B001126.jpg,Conrad,Burns,"Burns, Conrad",1935-01-25,male,B001126,01298,S211,300015,N00004638,,,,Conrad Burns,,,,,15701,Q1126725,sen,1995-01-06,MT,,Republican,,,,,ocd-division/country:us/state:mt,104,1997-01-03,,kg:/m/0202s9
